PIB Municipal - preços de mercado (preços de 2010)
Sigla,Código,Município,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,
AL,2705903,Olho d'Água Grande,18891.9497882188,16960.6516427306,17105.1243411542,18163.1103968161,18743.7933336262,19726.4969375874,20783.9718437101,21079.6654392816,20490,20647.4249174318,20901.883829744,23170.799966572,20237.5217412875,22472.7208296968,29866.1693626933,24432.671304801,26777.9105483533,28046.2588030914,31583.6171098275,32483.2520295168,
AL,2706000,Olivença,32084.3411584789,22935.7940190558,30200.6562251848,32447.799398286,35159.0847737131,36394.5273905942,42215.5183312238,39061.6761023042,42145,44490.9770454224,46987.5443235117,49581.9318907011,44471.0577448975,45868.517805653,41125.8528737798,42123.227491482,46314.8285992677,47186.8921147772,48455.1262596737,50808.7057834723,
AL,2706109,Ouro Branco,26699.2039664848,25163.2272593673,27906.2453866771,29658.079016915,32535.4887476617,37683.5574307586,38824.0663175466,37887.4513481255,38129,39355.2012879589,43060.1557009746,44919.131595282,44288.8507072763,44981.1028478079,44094.7704934702,47080.9890350478,45334.5276335813,46573.8929090281,49708.4443989525,51558.3982900024,
AL,2706208,Palestina,15950.9932300665,12102.9990353118,13266.4319178763,15443.7348629517,16173.5531848814,16811.2207149069,18672.4047858741,18300.7752777304,18560,18323.7241118348,19317.9283138601,21797.6565934457,19746.2266519933,21215.663938097,22011.2253526492,20438.0690638237,21720.0494727059,21937.0559028988,20430.4049524974,21431.5894566026,
AL,2706307,Palmeira dos Índios,386411.752507502,337494.313645297,369851.537619348,373521.865280763,379335.885076287,414807.360139726,423732.220674924,422798.976307928,444152,484762.577913902,531430.759859952,523790.551731893,540237.965104129,640868.588575383,459920.230415916,476364.272173602,485401.820638466,529965.064022242,525102.832741893,551522.542484544,
AL,2706406,Pão de Açúcar,112726.693763873,69551.9778291854,74699.4819288032,87425.6679597712,86983.4371660064,83887.9986070155,88630.1346042021,94527.8032948424,94900,94206.3572926221,97500.5015176894,106302.459080975,105659.426771455,109483.277391954,106884.206229388,113936.115848463,125015.896509361,120548.45700666,121951.285085689,124448.956083998,
AL,2706422,Pariconha,34683.7994139647,29514.1856193007,28747.584065126,42895.7842722689,43497.1793225038,39569.6481087279,46935.0975237535,42780.5966072284,37587,36524.6622851936,35124.128037969,39000.1358269972,39244.5927183967,42975.8467915952,39308.3424078796,44094.828046082,42940.5787998142,42670.5881589464,63029.5011525595,67678.6544095567,
AL,2706448,Paripueira,49012.5560223814,37454.2143563045,47066.3471340467,47690.620493032,49520.8673810847,47744.6825796913,58914.0061473214,63029.7392748563,72526,68762.8951542621,67284.7539903346,76900.0067148092,84850.9404669335,81596.9138441512,98169.671754669,92612.6010979519,96958.4413911006,95372.225649001,95836.3567663231,110541.833322762,
AL,2706505,Passo de Camaragibe,99183.1533823489,114852.11532903,95965.5334639022,95318.4694581658,92138.5759824317,90062.1461693951,98414.5014545415,105423.264564225,92127,82324.7405393314,84629.5800497972,103778.93023998,116873.642908768,88291.6161768284,99085.0880207402,163109.865248729,142218.011722646,128130.880729469,142939.482574278,157462.968001388,
AL,2706604,Paulo Jacinto,20409.4857203111,20350.8091439865,21447.5988240191,22154.4066189389,23216.7970755048,24203.4119735673,24559.167226529,25688.7415519442,25724,25946.6075253486,28169.9475305977,32179.7661063647,33655.9266575964,36268.8002013899,39242.3664607754,41389.5375271848,42723.3197446949,43273.4737206044,45364.3117999868,51288.1168695286,
AL,2706703,Penedo,366694.404969251,343745.924920983,378755.73813765,426044.256491725,349441.234739003,361635.974963235,403765.566009054,427427.568621491,402529,435093.357793949,442445.302141474,452274.126248802,475226.199008785,510736.111507449,547385.939137031,549370.401089698,438045.788265607,445911.691718627,435876.607770351,459268.818332598,
AL,2706802,Piaçabuçu,87018.7334548781,84753.1466021577,94466.8264577469,86762.7011435346,83020.195847734,86896.1711796233,89578.9002626384,98124.2054274469,106139,111118.504713254,92348.369753281,113804.627104486,126970.273369984,130727.058805532,173031.437042448,179757.712762213,186691.70159066,177849.55508174,213103.662144964,213975.592052165,
AL,2706901,Pilar,294944.372944794,260681.04758498,300487.866530977,360162.667580822,431750.133398469,544399.132680162,438487.927546709,302613.874229259,323190,348161.836555401,457267.944174834,475468.793133795,331392.553654918,300053.239316903,267978.437534718,265028.51887131,282418.61793347,302984.549683753,294226.855525504,315611.20910339,
AL,2707008,Pindoba,12641.6512671249,10115.3538939081,12549.4760494338,13272.7482206523,15098.1424816322,15963.4790293846,17305.0725106836,19193.0993522355,17589,17413.4464025307,17583.4457079138,19190.5935379794,18025.218478835,17234.6408853218,18535.4348316484,19965.6681860611,20708.7114991453,21152.6866167157,23291.1365874577,27744.2244290849,
AL,2707107,Piranhas,68408.4836711891,58689.4255897831,60133.8190967939,74423.7871026119,74506.7527571537,80073.9526984855,88099.6609697691,87505.2236708209,86372,88778.8495309596,95441.8725075747,111734.569713481,121249.562532932,120503.270404021,126451.149618647,134759.693400616,144075.54736372,149462.241725129,155798.262826829,160590.110032051,
AL,2707206,Poço das Trincheiras,33024.8635032022,28828.403345526,31857.9099767873,34696.4697440541,35863.5262315463,38524.7062434554,42262.6365856029,41410.1256106616,43694,47079.6369814152,47044.8472498423,56213.7529558116,52810.5336975567,54073.3343092538,54543.0767319961,56635.4803632677,54085.7926462563,52053.8023991024,56599.3194569329,58631.4623366675,
AL,2707305,Porto Calvo,155958.803992178,165484.649472735,181200.282669214,170655.11990925,164421.446451049,161589.806805628,170447.91859912,182644.534593878,171182,195908.196047557,198469.112979714,162512.234217049,162437.205199078,171812.176819091,201943.492708557,210051.336926095,192084.52810978,196925.011575949,179965.40282953,192720.922558187,
AL,2707404,Porto de Pedras,51062.6742873771,50602.1974283093,44897.8288832243,42319.6466801221,44343.7158636749,45872.6155206327,51321.4933191335,55426.0105573539,48017,50013.5746692131,45389.0492591559,57016.4769786879,56277.631174558,57386.395871348,89369.4954255354,167405.531261544,116644.688442164,119786.000616008,120753.376800989,155539.255162403,
AL,2707503,Porto Real do Colégio,70056.4200538451,55547.1170052203,60545.8122366547,60510.0958257462,60573.6452732074,63431.048317917,73454.3031508611,76119.6889121594,92404,83948.6538158689,99747.2893903821,86552.5840880081,92070.6177025528,99448.0818137874,106088.688559497,118384.761420139,103529.503001595,113032.33383956,116606.081114002,125509.075437877,
AL,2707602,Quebrangulo,33329.955077607,31635.3279605192,32507.1576476843,37147.7454485045,40924.1276372258,42133.0403443312,46031.3080635348,48324.2818963471,48974,46281.9899825929,51415.2644669949,54263.8257208565,54763.1734893913,58697.6303376539,65735.5155277649,68936.2607321594,71282.6374242418,77607.6098028326,91705.42017926,88250.3848393669,
AL,2707701,Rio Largo,614106.131458699,415146.405954659,415675.734870893,399429.144485543,400215.344193029,421584.249930641,479182.609273914,471056.035734507,489700,562103.871115684,557382.998614801,505138.55498627,539812.323562803,586902.923623456,623890.759261348,623282.168994251,620455.553977475,654069.02879607,693148.784282205,664224.29313465,
AL,2707800,Roteiro,57173.7537379643,46507.4352024948,66245.5274026281,67558.862720826,72570.1752842945,69827.2791239265,68431.2047229605,70874.1678034646,57955,63621.5801815289,56723.9101943659,67300.7321260828,74132.4455007999,61190.484566222,68261.6330409288,89800.8368060875,67261.8808947299,77192.950395094,83950.1513898527,95285.6374956031,
AL,2707909,Santa Luzia do Norte,81687.5129480641,89091.7548101569,94184.6139307917,64090.893671838,66354.4769283687,73532.8432273606,75922.7546835261,45274.3333889559,46699,70915.8034890464,42367.3889796647,45747.3136644735,63685.4168903125,73885.1818495849,72274.1125162582,94056.1162153639,79204.1016792241,94437.8373087986,102497.148999577,129485.33992768,
AL,2708006,Santana do Ipanema,178360.496126914,153025.490838127,225415.098638671,204018.32148015,208950.76009942,226685.964956086,252132.391304145,234568.47132298,246216,262779.449187251,286346.999211653,290926.597650673,304357.307817766,325740.953440555,328235.411916405,314262.848176885,298143.25445116,316190.721390377,302662.873956878,301689.148508898,
AL,2708105,Santana do Mundaú,236399.230718129,159805.547747939,134470.025645312,188416.634356446,159452.554753584,151489.358568614,149258.957353945,159731.430503335,198730,208755.482662848,264114.319062949,131003.924082248,183123.974251747,224295.845075574,490460.750084108,493880.431663181,640759.02756249,545384.438177488,728042.744418431,657527.475763118,
AL,2708204,São Brás,23607.8350356489,22086.0029930808,23209.0056009866,25323.4431498513,27396.2303302086,27617.0228100547,29338.5110658431,31032.9278985247,28069,30070.5532935653,30652.7892490701,31358.7441126994,35275.1349473874,37017.6851580877,48001.3078229689,70425.6697172297,48731.6159859988,50951.4151931631,57218.3266895115,60368.4522599543,
AL,2708303,São José da Laje,186013.895593131,214331.327003054,188228.239042428,210943.008199973,191213.971047342,203754.024388644,207743.958869398,217922.236188257,199791,206391.160945274,163802.553084833,151671.879870457,200921.249513477,216504.561199161,162059.763915836,184884.363738762,176907.431259305,204224.253264204,218292.135385128,274466.347821902,
AL,2708402,São José da Tapera,73601.0683294529,65227.2816502291,74128.7535144503,79957.1305864391,85035.1487745635,93612.262001078,100539.21754914,103183.238394204,105921,111076.037396187,114907.762108826,161033.280838926,175658.649471481,131366.217028647,143128.473401562,142075.787823583,132306.665340183,152884.024642647,149645.658116996,155348.330981101,
AL,2708501,São Luís do Quitunde,290446.728593625,288501.921972364,312631.193840941,282017.191557286,267254.396102347,292993.187900778,281597.247614124,269273.697690944,264999,343195.00686366,316692.747407698,322952.024351252,348921.313282259,346012.967469846,253563.32747655,254801.529402337,336725.768862301,387234.57617803,404257.106183273,440505.499341329,
AL,2708600,São Miguel dos Campos,921258.700173133,973568.554645624,865908.880752325,926779.359932555,1011804.32478261,1198361.3129906,1098612.4327685,883707.67180757,892341,1095885.73455791,1022662.23399767,950571.626851808,834841.663806807,707293.03833347,598616.896447573,598143.344045748,609256.464570195,629649.635137902,523604.128103765,640895.13204726,
AL,2708709,São Miguel dos Milagres,31212.3673409869,30826.2206695058,34254.9748802214,36027.504039648,37183.4921152005,38655.4613017635,45604.7258982224,49595.0034216448,46505,48883.5747542148,47553.7314463601,58886.0522549606,62612.8297133849,66996.4003568844,67202.2115826205,86267.0089963994,86747.8514044168,92235.8722425009,92300.6803313048,113652.637098301,
AL,2708808,São Sebastião,156146.534971101,130668.294027434,153916.438108382,158323.50732518,157085.593950148,167752.483604633,188262.67946924,190595.217994056,180023,206463.170743779,186467.143349909,196594.193721528,189282.129515153,192231.636146633,216481.038899332,233188.577326462,256518.527664426,315618.738630109,353382.943986566,400892.232775859,
AL,2708907,Satuba,64848.0960017362,84194.6056941926,67026.2029975932,69396.5485021438,84574.455544388,108547.118708713,90477.3723971333,80762.3762597062,77910,95615.1643761902,88001.9000277292,88944.8448776899,77431.3518661509,78973.7591194543,88185.7346822999,127075.224199913,99292.6586248079,104944.789781309,107838.131268058,121821.297852828,
AL,2708956,Senador Rui Palmeira,31084.9589900378,29196.2453859672,30658.1142259377,34658.1025733208,37647.1545003924,38092.1851819717,40815.9481689807,41185.6893003061,41213,42612.2598664833,41766.1358869723,45569.1073402671,49355.2391055836,52877.9987052939,52116.5575235953,50356.5873493786,51334.625419975,51935.2480155891,53656.7923223565,56562.5724307264,
AL,2709004,Tanque d'Arca,19202.9666697332,18558.022325349,20137.7793769732,20256.3716212556,21552.92652188,20810.0126145516,22486.3072747881,22887.0824893424,23529,25081.5667407461,25835.9223670733,28186.8306546145,27576.7031878162,28993.2319728125,29752.6146075812,30348.6968050719,32017.3088398685,33390.757836167,41753.1724201614,43019.0925478136,
AL,2709103,Taquarana,76195.1939985147,93051.8392701971,75579.7889426967,82759.6817391122,73731.687441523,82749.2187336505,103105.171615356,104277.229878014,93919,94143.5795195666,134323.190924203,149248.592086828,110198.373745069,123128.482504972,153248.803056887,166471.132116021,148548.975725057,175008.744830349,200376.282404699,238447.030576342,
AL,2709152,Teotônio Vilela,204655.764745698,201307.063580351,205406.908254919,226155.015305612,233352.656870803,228211.814430762,238947.904152023,256029.786913204,247037,280371.996883499,264441.886537346,271952.397506373,228515.657028836,268965.598316842,293849.890177072,287691.522639208,299899.480613701,300325.785026003,413503.691630197,633772.119620646,
AL,2709202,Traipu,113308.878459274,74599.9146906952,71141.4489858404,71759.3652444007,71718.9910186194,72714.2359898263,88225.9619998177,86496.8866242963,84300,81535.4023634134,99323.9319495816,113247.732341341,109761.66699903,107921.728814664,123165.674329678,125741.854364881,120160.068786857,115967.538102469,138409.067321348,138618.42454179,
AL,2709301,União dos Palmares,435390.426563773,453267.185501891,414129.469095192,418355.14924146,402431.241825583,430065.975125103,469195.601118238,462778.998085938,437457,449752.891004944,474395.532274775,418238.30945327,461711.157971309,524182.436915849,499687.866917099,572310.603818252,551542.855626192,589726.586957061,676390.205693119,661013.592599212,
AL,2709400,Viçosa,100538.428227284,92495.6411778949,95252.7190531665,99298.8954853637,103972.197187401,102921.116186334,109046.660623937,117325.978646749,115018,141876.843902795,155709.156191307,137832.249442354,144099.210266999,159457.632409832,165625.636979998,180802.257190116,198903.300179346,233567.305987432,253623.569516075,277340.013494504,
AM,1300029,Alvarães,58535.6833923914,51668.0203690683,49670.3798410562,49759.7578536254,55254.6169134365,57146.638153347,56634.624522347,53760.6280805132,58365,75165.3048033741,66814.3568338896,72296.8737154415,79502.0205082663,70197.6778091418,91785.8644882279,97345.7886491098,99604.7855153162,110212.874614584,102672.349682626,101452.62859384,
AM,1300060,Amaturá,23315.6465346292,22771.2557605436,23673.3186414361,24418.8162359613,27338.7494290087,29615.7783310712,32455.6553933009,31984.8848091147,36941,44213.0930793975,43670.8167367959,47623.2534523251,47016.7925093934,45594.2009716978,42037.4628352104,49446.0530150382,48866.8904920165,53622.5409714686,53791.8868249483,55490.3160873268,
AM,1300086,Anamã,33961.6604464372,31854.9298801228,31737.9591446551,27991.5703967256,31727.3909088891,37691.9614767484,56001.0273476725,52035.6127675878,51913,66443.8103613898,57956.3507442518,67135.2548250339,63499.5214511201,57369.9368613107,61148.2840517005,66186.9121003103,68351.104189937,70511.202865517,68567.3203330194,64699.0234822954,
AM,1300102,Anori,50038.5441305691,44902.3733574409,45087.4705585131,43093.6011065492,48311.5954762857,51333.901272949,60370.2157185165,61739.5015486581,64424,166371.253824963,117598.433843691,122411.03788692,124643.629658822,106044.030086241,114005.802212005,118090.428748891,128134.237394833,112772.18843877,113521.071496224,115971.26890399,
