ano,id_municipio_nascimento,total_observations,non_null_semana_gestacao,non_null_pre_natal_agr,gestacao_under_38,pre_natal_above_0
2022,3537206,4,4,4,2,4
2021,3504602,4,4,4,2,4
2019,4114302,4,3,4,1,3
2017,2208874,4,4,4,2,4
2017,2108454,4,4,4,1,3
2022,2202251,4,3,4,1,3
2017,1718907,4,3,4,1,2
2013,1506906,4,4,4,0,4
2021,1717503,4,4,4,1,4
2011,2509404,4,4,4,0,4
2016,2300150,4,2,4,0,3
2015,3521705,4,4,4,3,3
2020,3205036,4,4,4,0,4
2020,2603603,4,4,4,1,4
2019,5106778,4,4,4,3,4
2018,4104253,4,3,4,0,3
2016,3507100,4,4,4,1,3
2019,3138104,4,3,4,0,3
2016,2918753,4,4,4,1,3
2016,2901353,4,3,4,1,3
2018,5201801,4,4,4,2,4
2018,5209903,4,4,4,0,3
2011,2202406,4,1,4,0,4
2013,1703800,4,4,4,1,4
2019,1507466,4,3,4,1,4
2019,1703701,4,3,4,0,4
2022,4306767,4,4,4,1,3
2018,3109907,4,4,4,1,4
2022,2102358,4,1,4,1,2
2022,5204805,4,4,4,4,4
2019,2803401,4,4,4,3,4
2021,2202083,4,4,4,3,4
2009,4311254,4,0,4,0,4
2021,5005202,4,4,4,4,3
2021,3161908,4,4,4,1,4
2021,3155405,4,4,4,0,4
2022,2900108,4,4,4,0,4
2008,2200053,4,0,4,0,2
2020,3108255,4,3,4,0,4
2020,3134608,4,4,4,1,4
2008,1704105,4,0,4,0,4
2008,3523503,4,0,4,0,4
2009,3551801,4,0,4,0,4
2016,3102852,4,4,4,1,4
2016,3143401,4,0,4,0,4
2023,4114807,4,4,4,1,4
2023,2616308,4,2,4,0,4
2023,1507508,4,4,4,1,4
2023,2926806,4,4,4,2,4
2014,2111672,4,2,4,0,4
2014,2105922,4,4,4,1,4
2014,5213509,4,4,4,1,4
2014,2211407,4,3,4,1,4
2014,2805901,4,4,4,2,4
2014,2505402,4,1,4,1,4
2014,3527603,4,2,4,0,4
2013,1200179,4,2,4,2,1
2018,5106273,4,4,4,0,4
2013,5100359,4,0,4,0,3
2016,2206654,4,4,4,2,4
2021,2803906,4,4,4,4,4
2021,2100550,4,4,4,2,4
2012,2202539,4,4,4,1,4
2015,2208858,4,4,4,1,3
2011,2111052,4,4,4,3,3
2010,2904704,4,0,4,0,4
2020,2107506,4,4,4,2,4
2021,2910008,4,4,4,1,4
2021,2920908,4,3,4,0,4
2021,2918605,4,4,4,1,4
2021,2911659,4,3,4,1,3
2019,3501152,4,4,4,1,4
2020,1503408,4,4,4,2,4
2011,5101605,4,0,4,0,3
2017,2206100,4,4,4,1,4
2018,4311775,4,4,4,0,3
2017,2102077,4,4,4,1,4
2017,1720655,4,4,4,3,4
2010,2508208,5,0,4,0,4
2015,1714880,4,4,4,1,4
2012,2915403,4,0,4,0,4
2021,4319158,4,4,4,2,4
2013,2202406,4,2,4,0,4
2019,3165107,4,3,4,0,4
2017,5215801,4,1,4,0,3
2011,2706000,4,1,4,0,4
2016,1712702,4,4,4,3,4
2022,2500700,4,3,4,0,4
2010,4304358,4,2,4,0,4
2009,2508208,4,0,4,0,4
2015,4117800,4,4,4,3,4
2022,2414803,4,3,4,1,3
2022,1100809,4,3,4,2,3
2021,2205953,4,4,4,0,3
2021,3144607,4,4,4,0,2
2021,3132909,4,4,4,0,3
2021,5007976,4,4,4,1,4
2011,2310951,4,0,4,0,4
2008,3157377,4,0,4,0,3
2009,3144656,4,0,4,0,4
2009,5100508,4,0,4,0,3
2013,3302270,4,2,4,1,3
2023,2606101,4,2,4,1,3
2023,3547908,4,4,4,3,3
2014,2109239,4,0,4,0,3
2014,2900355,4,4,4,1,4
2014,2411429,4,4,4,1,4
2013,5105200,4,4,4,1,4
2012,5213509,4,2,4,1,3
2016,2201408,4,4,4,3,4
2016,2206696,4,4,4,1,3
2020,2405405,4,2,4,0,2
2016,2800506,4,2,4,0,3
2018,2700201,4,4,4,0,1
2013,3556503,4,2,4,0,3
2012,4127601,4,3,4,0,4
2012,4128633,4,1,4,1,1
2012,4100103,4,3,4,1,4
2020,4209854,4,4,4,2,2
2016,4120507,4,3,4,1,3
2017,3550001,4,4,4,1,4
2013,4203402,4,0,4,0,4
2010,2907400,4,0,4,0,4
2015,3140852,4,4,4,1,4
2021,5207907,4,4,4,1,4
2021,5221551,4,4,4,1,4
2019,3511003,4,4,4,3,4
2020,2502151,4,4,4,2,4
2020,1706506,4,4,4,2,4
2011,5106208,4,2,4,0,4
2019,4113809,4,3,4,0,4
2017,2408201,4,4,4,0,3
2013,3155405,4,3,4,1,4
2017,2509339,4,0,4,0,1
2020,2705804,4,4,4,1,3
2022,2208858,4,4,4,0,4
2019,3511508,4,4,4,2,3
2012,2904506,4,3,4,1,3
2013,2202000,4,2,4,1,3
2013,2203800,4,3,4,1,4
2016,3506706,5,5,4,3,4
2016,3500303,4,4,4,3,3
2016,2411429,4,4,4,2,4
2018,3205176,4,2,4,0,4
2012,1700400,4,3,4,1,4
2009,2919009,4,0,4,0,4
2022,2505402,4,4,4,2,3
2010,2800506,4,0,4,0,4
2009,2605806,4,0,4,0,4
2015,4113007,4,4,4,0,4
2018,1713700,4,4,4,1,4
2022,3112703,4,4,4,1,4
2019,2806107,4,4,4,1,4
2022,2931707,4,4,4,1,3
2008,2201929,4,0,4,0,3
2009,3143450,4,0,4,0,4
2020,3130101,4,4,4,2,4
2023,3155504,4,4,4,2,4
2023,2516904,4,4,4,0,4
2023,1714880,4,4,4,1,4
2023,1600055,4,4,4,2,4
2014,5106240,4,4,4,1,4
2014,1707207,4,3,4,1,4
2014,1720259,4,3,4,2,2
2020,2800209,4,4,4,1,4
2016,2201309,4,4,4,0,4
2011,,4,3,4,0,4
2011,4201604,4,0,4,0,4
2022,5104203,4,4,4,2,4
2021,5107206,4,4,4,2,4
2018,2410108,4,4,4,2,4
2016,4125704,4,4,4,0,4
2017,3525003,4,3,4,2,3
2018,2205532,4,4,4,3,4
2018,2612901,4,4,4,2,4
2015,2102556,4,2,4,0,4
2010,2931707,4,0,4,0,2
2010,2920452,4,0,4,0,4
2017,3523503,4,1,4,1,4
2011,2409902,4,0,4,0,4
2017,4110102,4,4,4,3,3
2021,2913309,4,4,4,2,4
2021,3203809,4,3,4,2,4
2015,2410108,4,3,4,2,3
2021,2300507,4,4,4,0,4
2012,5106778,4,1,4,0,4
2012,3154457,4,4,4,3,4
2021,3556503,4,2,4,1,3
2021,3551900,4,4,4,1,4
2016,2509057,4,4,4,0,4
2017,2200301,4,4,4,0,4
2017,2211407,4,3,4,1,4
2019,2904704,4,4,4,1,3
2019,2900108,4,4,4,2,4
2022,2204907,4,4,4,2,4
2010,5108501,4,0,4,0,4
2021,1714203,4,3,4,2,3
2021,1708205,4,4,4,1,4
2011,2512036,4,0,4,0,4
2017,5102694,4,1,4,0,4
2020,2205607,4,4,4,3,4
2018,4110201,4,4,4,1,4
2016,1101757,4,4,4,1,4
2010,3149101,4,0,4,0,3
2013,1720259,4,4,4,1,3
2009,5209804,4,0,4,0,4
2020,2300507,4,4,4,2,4
2022,2508604,4,2,4,0,1
2022,4304713,4,4,4,0,4
2009,2506707,4,0,4,0,4
2010,2407906,4,0,4,0,4
2018,3140852,4,4,4,0,3
2022,2408805,4,3,4,1,4
2019,4207908,4,4,4,2,3
2021,4117453,4,4,4,2,4
2009,4313656,4,0,4,0,4
2021,3125903,4,4,4,1,4
2008,2505501,4,0,4,0,4
2013,2404903,4,4,4,2,4
2008,2907004,4,0,4,0,3
2020,3106606,4,4,4,0,4
2020,3144607,4,4,4,2,3
2016,3111309,4,2,4,1,2
2016,3118205,4,4,4,0,4
2023,2301208,4,3,4,0,4
2014,4118451,4,3,4,1,4
2014,3536604,4,4,4,3,3
2014,3502903,4,4,4,2,2
2009,2802403,8,0,4,0,3
2011,1705557,4,4,4,1,4
2020,2413904,4,4,4,3,3
2013,3506904,4,3,4,0,4
2013,3506300,4,0,4,0,3
2012,4110300,4,4,4,1,4
2012,2202174,4,3,4,0,4
2015,2614303,4,4,4,2,4
2017,3540903,4,4,4,2,4
2010,2901403,4,0,4,0,3
2018,2111052,4,3,4,2,4
2017,3165206,4,4,4,1,4
2011,2413359,4,0,4,0,3
2017,4117222,4,4,4,0,4
2012,2401701,4,0,4,0,4
2015,1101757,4,3,4,3,4
2012,2701357,4,0,4,0,3
2012,3143450,4,0,4,0,4
2020,1501253,4,4,4,1,4
2011,2921401,4,1,4,0,3
2021,2502151,4,4,4,2,4
2021,2614303,4,4,4,1,4
2013,5008008,4,2,4,2,3
2017,2605806,4,4,4,1,4
2017,2203800,4,4,4,0,4
2019,2919959,4,4,4,0,4
2018,4212809,4,3,4,0,3
2018,4312500,4,4,4,3,3
2018,4211058,4,0,4,0,4
2022,2609402,4,4,4,1,3
2022,3541604,4,3,4,1,3
2017,5103361,4,4,4,0,4
2017,2919959,4,3,4,0,3
2021,4301909,4,4,4,0,3
2020,5207907,4,4,4,3,4
2016,3524204,5,5,4,5,3
2016,2413102,4,3,4,2,2
2010,3150570,4,0,4,0,3
2011,2201919,4,2,4,1,3
2009,2300507,4,0,4,0,4
2010,4211207,4,0,4,0,4
2009,2513505,4,0,4,0,4
2018,1707702,4,4,4,1,4
2011,3544202,4,0,4,0,4
2022,3126208,4,4,4,3,4
2021,4112306,4,4,4,0,4
2009,4323705,4,0,4,0,4
2008,2201770,4,0,4,0,4
2008,1506351,4,0,4,0,4
2008,3140852,4,0,4,0,4
2017,4218756,4,4,4,1,4
2016,3128402,4,3,4,1,1
2023,2206001,4,4,4,0,4
2023,2611408,4,4,4,1,2
2023,2414407,4,4,4,2,4
2014,2205557,4,4,4,1,4
2014,3139904,4,4,4,1,4
2013,5205521,4,4,4,3,4
2011,1720150,4,0,4,0,4
2010,1200138,4,1,4,0,3
2010,1700400,4,0,4,0,3
2015,2706604,4,4,4,1,4
2022,2701209,4,4,4,2,4
2012,4113452,4,4,4,0,4
2020,4311502,4,4,4,2,3
2018,2405009,4,4,4,1,4
2015,2608206,4,4,4,2,4
2022,4125456,4,4,4,2,4
2019,2106326,4,3,4,1,3
2016,2109239,4,2,4,1,3
2018,2611408,4,4,4,1,4
2010,2900603,4,0,4,0,3
2017,4118907,4,3,4,3,4
2012,2409902,4,0,4,0,4
2021,5213707,4,4,4,0,4
2018,2301950,4,2,4,1,4
2019,2203453,4,2,4,1,2
2010,5215231,4,0,4,0,3
2012,5000252,4,3,4,0,3
2012,5106828,4,4,4,1,4
2012,3113602,4,0,4,0,4
2010,5202502,4,0,4,0,4
2021,2606705,4,3,4,1,3
2022,3518859,4,3,4,2,3
2020,1717909,4,4,4,1,4
2011,3160454,4,0,4,0,4
2017,2404606,4,4,4,1,4
2017,2601052,4,4,4,2,4
2018,4207809,4,0,4,0,4
2012,3525102,4,1,4,0,3
2015,5108907,4,2,4,0,4
2021,4200408,4,2,4,1,4
2013,2209708,4,4,4,1,4
2015,3505401,4,1,4,1,4
2019,3158953,4,3,4,0,2
2016,2918605,4,2,4,1,4
2019,1501253,4,4,4,1,4
2009,2919959,4,0,4,0,4
2015,2903706,4,1,4,0,1
2009,2506251,4,0,4,0,3
2009,2210300,4,0,4,0,4
2022,5205521,4,3,4,0,4
2019,4200903,4,3,4,1,4
2021,2205300,4,4,4,1,4
2021,2208858,4,3,4,0,4
2009,2408706,4,0,4,0,4
2022,2905156,4,4,4,2,4
2017,4209607,4,4,4,1,4
2008,2931707,4,0,4,0,3
2008,2922805,4,0,4,0,4
2008,2908804,4,0,4,0,4
2008,2910305,4,0,4,0,4
2008,1720150,4,0,4,0,4
2009,1703073,4,0,4,0,4
2023,2313559,4,4,4,3,4
2023,4213500,4,4,4,3,4
2023,5103601,4,3,4,2,4
2023,2200608,4,3,4,0,4
2023,2604908,4,3,4,1,4
2014,2608206,4,4,4,1,4
2014,2906857,4,0,4,0,4
2014,4103305,4,4,4,1,2
2017,2800209,4,4,4,2,4
2011,5201603,4,2,4,0,4
2016,2204907,4,2,4,1,4
2021,2102358,5,5,4,1,4
2022,5108956,4,3,4,1,3
2010,2210383,4,0,4,0,3
2022,4115101,4,4,4,2,3
2016,4119103,4,4,4,2,3
2017,3527603,4,4,4,2,4
2018,2208650,4,4,4,2,4
2018,2605806,4,4,4,0,3
2017,3172103,4,3,4,2,1
2011,1101757,4,0,4,0,4
2017,4118451,4,3,4,0,3
2021,5207535,4,3,4,0,3
2021,5204953,4,4,4,0,4
2018,2305266,4,4,4,2,4
2018,3540903,4,4,4,1,3
2012,3108909,4,0,4,0,4
2012,5101852,4,3,4,0,4
2012,3145356,4,4,4,1,4
2022,3524600,4,4,4,3,4
2022,3502309,4,4,4,0,4
2019,4126009,4,4,4,0,4
2013,3164506,4,3,4,1,4
2019,2910776,4,3,4,1,4
2018,4317608,4,4,4,0,4
2013,2509057,4,2,4,0,4
2013,2612802,4,4,4,0,4
2010,1506351,4,0,4,0,4
2017,5106828,4,4,4,0,4
2017,2921401,4,3,4,2,3
2015,2500908,4,4,4,0,4
2017,5201801,4,4,4,0,4
2016,1722081,4,4,4,2,4
2022,2510907,4,4,4,0,4
2022,4302055,4,4,4,1,4
2015,3527603,4,3,4,0,4
2018,3153103,4,4,4,2,4
2018,3120508,4,4,4,2,4
2015,2305332,4,0,4,0,4
2021,2208601,4,4,4,0,4
2021,2204907,4,4,4,0,4
2021,3126208,4,4,4,1,3
2021,3103702,4,4,4,1,3
2022,2304954,4,4,4,1,4
2008,2505279,4,0,4,0,4
2008,2209401,4,0,4,0,3
2008,2509305,4,0,4,0,4
2008,5104906,4,0,4,0,4
2018,2922250,4,4,4,2,3
2018,2921401,4,3,4,1,3
2020,3106804,4,3,4,0,2
2009,3512407,4,0,4,0,4
2023,2515401,4,3,4,0,2
2023,3509254,4,4,4,3,4
2023,3526100,4,4,4,1,3
2014,4320602,4,4,4,0,4
2014,2401453,4,0,4,0,4
2011,1713601,4,0,4,0,4
2008,2805307,4,0,4,0,3
2021,3305604,4,3,4,1,3
2020,5005806,4,4,4,1,3
2022,5107800,4,4,4,2,4
2021,1506351,4,4,4,0,3
2016,4127957,4,3,4,0,4
2013,2917201,4,4,4,2,4
2022,3203346,4,4,4,2,4
2015,4305447,4,4,4,1,4
2018,2606101,4,1,4,0,4
2008,2707404,4,0,4,0,4
2015,3165206,4,4,4,0,4
2021,2915700,4,4,4,1,4
2011,3139904,4,0,4,0,4
2011,5100409,4,4,4,2,4
2017,2201408,4,2,4,1,2
2018,4315503,4,4,4,1,4
2022,2208106,4,4,4,1,4
2022,2203255,4,4,4,1,4
2017,2922805,4,4,4,2,4
2020,5211602,4,4,4,1,4
2020,2614303,4,4,4,3,4
2018,4114104,4,3,4,0,2
2018,4117222,4,3,4,0,4
2020,4119509,4,4,4,1,3
2008,4314209,4,0,4,0,2
2008,1101609,4,0,4,0,4
2012,1718907,4,0,4,0,4
2015,2903300,4,3,4,0,3
2011,3521200,4,0,4,0,4
2019,4302352,4,4,4,3,4
2008,2205300,4,0,4,0,4
2009,5100359,6,0,4,0,4
2013,2401503,4,0,4,0,4
2017,4306767,4,4,4,1,3
2008,3511003,4,0,4,0,4
2014,5207907,4,4,4,3,4
2014,2611309,4,2,4,0,4
2014,2412807,4,4,4,1,4
2014,1720309,4,4,4,2,4
2012,2803401,4,4,4,3,3
2012,2806107,4,3,4,0,4
2013,2109551,4,3,4,1,4
2017,2800670,4,4,4,1,3
2020,2407708,4,4,4,2,3
2020,1100924,5,3,4,0,4
2022,5108105,4,3,4,1,4
2022,2705200,4,4,4,3,4
2012,1507961,4,0,4,0,4
2012,2208650,4,4,4,3,2
2018,2400703,4,1,4,0,4
2013,2301208,4,1,4,1,4
2011,4313656,4,0,4,0,4
2013,4204558,4,0,4,0,3
2018,2208700,4,4,4,4,4
2018,2206001,4,4,4,0,4
2010,2921450,4,0,4,0,2
2010,2807600,4,0,4,0,3
2017,3126901,4,3,4,1,4
2008,2111078,4,0,4,0,4
2021,2508208,4,4,4,1,3
2020,3501707,4,4,4,2,4
2011,3102852,4,2,4,1,3
2018,1504752,4,3,4,2,3
2018,1504109,4,4,4,1,4
2016,2512002,4,4,4,2,4
2019,2915908,4,4,4,3,4
2019,2807501,4,4,4,0,4
2017,1507466,4,4,4,3,4
2010,2509206,4,0,4,0,4
2012,3524600,4,1,4,0,3
2015,2514602,4,4,4,0,4
2012,2908804,4,3,4,0,3
2015,3543006,4,4,4,0,3
2020,3204351,4,4,4,3,3
2020,2206001,4,4,4,0,4
2019,5100409,4,4,4,2,4
2019,3137536,4,4,4,1,2
2019,3130101,4,4,4,2,4
2010,3136579,4,0,4,0,3
2008,2412401,5,0,4,0,4
2011,2703601,4,0,4,0,1
2011,2203602,4,3,4,1,4
2013,1701002,4,3,4,1,4
2019,1506906,4,3,4,0,2
2009,2920601,6,0,4,0,4
2009,5221080,4,0,4,0,4
2019,2412609,4,4,4,0,4
2022,2801504,4,4,4,1,4
2015,3510302,4,3,4,1,3
2022,2409803,4,4,4,2,4
2021,4104253,4,3,4,2,2
2021,3147303,4,1,4,0,2
2021,3135357,4,4,4,2,4
2015,1720804,4,4,4,2,4
2008,3117009,4,0,4,0,4
2018,2908200,4,0,4,0,2
2013,2411007,4,4,4,2,4
2020,3149200,4,4,4,1,4
2008,3524600,4,0,4,0,4
2008,3520426,4,0,4,0,4
2008,1720309,4,0,4,0,4
2009,1718907,4,0,4,0,4
2016,3109907,4,4,4,1,3
2023,3157658,4,4,4,2,2
2023,2501302,4,4,4,1,3
2023,3507803,4,3,4,1,2
2023,4300901,4,4,4,0,4
2023,2311009,4,4,4,2,4
2023,2603603,4,4,4,1,4
2023,4211504,4,3,4,0,4
2023,2924603,4,4,4,1,4
2014,3140852,4,4,4,1,4
2014,3126901,4,2,4,0,3
2013,2100402,4,1,4,1,3
2011,4210001,4,0,4,0,4
2016,4207908,4,4,4,1,3
2021,2105922,4,4,4,0,4
2020,5004809,4,4,4,2,3
2012,1504109,4,0,4,0,4
2012,2502151,4,1,4,0,3
2012,2501302,4,0,4,0,4
2012,2512002,4,0,4,0,4
2012,2204550,4,4,4,1,4
2012,2202752,4,4,4,1,4
2019,2310001,4,3,4,0,3
2020,4218251,4,4,4,3,3
2018,2404606,4,4,4,0,4
2018,2401701,4,2,4,1,2
2018,2605509,4,3,4,0,3
2018,2612802,4,4,4,0,4
2015,3144508,4,4,4,0,4
2012,2408706,4,0,4,0,4
2009,1200252,10,0,4,0,3
2010,2101251,4,0,4,0,4
2021,2616506,4,2,4,0,3
2021,2510907,4,4,4,2,4
2022,3501152,4,4,4,2,4
2022,3502507,4,4,4,0,4
2011,3144656,4,0,4,0,4
2011,3146750,4,0,4,0,4
2016,2507200,4,4,4,1,4
2017,1501253,4,4,4,1,4
2020,2704401,4,4,4,1,4
2018,4312054,4,4,4,1,4
2022,2202026,4,4,4,2,4
2022,2608453,4,4,4,1,3
2017,1712702,4,4,4,1,2
2013,1506351,4,3,4,2,3
2021,1718907,4,4,4,1,3
2010,3517802,4,0,4,0,4
2021,2413102,4,4,4,1,3
2021,4211108,4,4,4,1,3
2013,2206100,4,4,4,1,4
2013,4103057,4,4,4,2,3
2015,3507803,4,2,4,1,3
2012,4316436,4,4,4,0,4
2019,1504752,4,3,4,2,3
2019,1717008,4,3,4,2,2
2009,2921450,4,0,4,0,3
2022,4311502,4,4,4,1,3
2015,4126504,4,4,4,1,4
2018,1706506,4,3,4,0,3
2015,2312809,4,4,4,2,4
2009,4301909,4,0,4,0,4
2011,3535606,4,0,4,0,4
2021,3139904,4,2,4,1,2
2022,2920908,4,4,4,2,4
2022,2309102,4,3,4,1,3
2022,2300606,4,4,4,2,4
2008,2207751,4,0,4,0,4
2009,5104906,4,0,4,0,4
2009,3117504,4,0,4,0,4
2018,2911600,4,3,4,1,2
2013,2407252,4,0,4,0,4
2008,2904852,4,0,4,0,4
2020,3160306,4,4,4,3,4
2009,3507803,5,0,4,0,4
2009,3535606,4,0,4,0,4
2016,3112703,4,0,4,0,4
2023,3520426,4,3,4,0,3
2023,3525201,4,4,4,3,3
2023,2918555,4,4,4,1,4
2014,1200807,4,0,4,0,0
2014,5215231,4,3,4,0,3
2009,2806008,4,0,4,0,4
2012,2806602,4,2,4,0,3
2010,1200179,4,0,4,0,2
2012,5205513,4,4,4,0,4
2016,2209971,4,4,4,3,4
2011,2803401,4,1,4,0,3
2020,2403400,4,2,4,1,1
2021,3302270,4,4,4,1,4
2013,3540903,4,2,4,0,2
2013,3510302,4,0,4,0,4
2013,3550209,4,1,4,0,3
2021,5106182,4,2,4,1,3
2020,4304663,4,4,4,3,4
2013,2302909,4,0,4,0,4
2013,2928059,4,1,4,1,1
2015,3120508,4,0,4,0,4
2017,3162955,4,4,4,1,3
2017,3102100,4,0,4,0,3
2021,2920452,4,3,4,3,3
2021,3203106,4,4,4,4,4
2015,3303856,4,4,4,3,4
2008,2101350,4,0,4,0,4
2018,3541604,4,3,4,2,3
2011,2902302,4,2,4,2,4
2010,5205901,4,0,4,0,3
2022,3551900,4,4,4,2,3
2020,3526100,4,4,4,1,4
2008,4124053,4,0,4,0,4
2008,4104253,4,0,4,0,4
2017,2107001,4,4,4,0,4
2017,2111672,4,4,4,1,4
2022,2607802,4,4,4,0,4
2017,1703073,4,4,4,0,4
2015,5207907,4,3,4,1,3
2010,3550001,4,0,4,0,4
2017,5108105,4,4,4,1,4
2012,3525003,4,1,4,0,2
2013,2202653,4,4,4,1,4
2012,4302709,4,0,4,0,4
2012,4201307,4,4,4,0,4
2018,4127601,4,3,4,0,2
2016,3515152,4,4,4,1,4
2016,3541604,4,3,4,1,4
2016,3549953,4,4,4,0,3
2015,2900355,4,3,4,1,4
2019,2402402,4,4,4,1,4
2022,2806008,4,3,4,2,3
2018,1720101,4,0,4,0,4
2022,3150703,4,4,4,2,4
2022,5207535,4,3,4,1,4
2021,5007505,4,4,4,2,3
2009,3154507,4,0,4,0,4
2018,2927606,4,2,4,2,4
2017,4301107,4,4,4,1,4
2017,4312252,4,4,4,3,3
2009,1707207,4,0,4,0,4
2023,2103257,4,4,4,1,4
2023,2607950,4,4,4,2,4
2023,2916708,4,4,4,0,4
2023,2112001,4,4,4,1,3
2014,2210102,4,4,4,2,4
2014,2206100,4,4,4,1,4
2014,2804201,4,4,4,2,4
2014,4317004,4,2,4,1,3
2014,2408508,4,4,4,1,4
2010,1706100,4,0,4,0,4
2020,2409803,4,4,4,1,3
2021,3300225,4,4,4,2,3
2012,2202251,4,4,4,2,2
2013,4308409,4,4,4,1,4
2018,2201739,4,4,4,0,4
2017,3140506,4,4,4,2,4
2021,5201801,4,4,4,2,4
2021,3201704,4,4,4,1,3
2009,2708105,4,0,4,0,4
2009,2703502,4,0,4,0,4
2015,2412906,4,0,4,0,3
2019,2206001,4,4,4,2,4
2012,3127008,4,0,4,0,3
2020,1507466,4,3,4,0,4
2021,3539202,4,4,4,0,3
2021,3511003,4,4,4,0,3
2021,3518859,4,4,4,1,4
2011,3154507,4,0,4,0,3
2016,2609204,4,4,4,1,4
2022,1706506,4,4,4,1,4
2010,2507804,4,0,4,0,4
2017,5000252,4,4,4,2,4
2017,2912202,4,3,4,1,2
2012,2901403,4,4,4,0,4
2012,2920908,4,2,4,0,3
2021,4211603,4,4,4,0,4
2013,4128534,4,4,4,0,4
2019,3134608,4,3,4,1,4
2017,5222203,4,4,4,1,3
2020,4108502,4,4,4,1,4
2019,2503555,4,4,4,0,4
2009,1507409,4,0,4,0,2
2018,1722081,4,4,4,0,4
2022,3146909,4,4,4,1,4
2021,4128559,4,4,4,2,4
2021,2202752,4,4,4,1,4
2009,4217105,4,0,4,0,4
2022,2929909,1265,1161,4,177,4
2009,5106182,4,0,4,0,4
2017,4200200,4,4,4,0,4
2009,1704105,4,0,4,0,4
2016,3153103,4,4,4,2,4
2023,2501104,4,4,4,2,4
2023,4128559,4,3,4,1,3
2023,5215603,4,4,4,2,4
2014,2209708,4,4,4,0,4
2014,2910305,4,3,4,1,3
2014,4105102,4,3,4,1,3
2011,1700400,4,0,4,0,4
2017,2804003,4,4,4,1,4
2016,4206504,4,4,4,3,4
2013,3541901,4,4,4,0,4
2013,3525102,4,4,4,1,3
2021,1507466,4,3,4,0,4
2015,2203354,4,3,4,0,3
2013,2310951,4,1,4,0,4
2017,3525201,4,4,4,3,4
2017,3537206,4,4,4,1,3
2011,2101350,4,0,4,0,3
2013,2806107,4,2,4,1,4
2008,2708105,4,0,4,0,4
2017,3305604,4,4,4,1,4
2015,3127008,4,1,4,0,1
2012,2409704,4,0,4,0,4
2015,1100379,4,4,4,2,4
2018,3508702,4,4,4,1,3
2018,3546900,4,4,4,1,3
2018,3520426,4,3,4,1,2
2018,3519055,4,0,4,0,4
2010,2300507,4,0,4,0,4
2012,3112802,4,4,4,2,4
2011,3163003,4,0,4,0,4
2018,1507508,4,4,4,4,4
2016,2606101,4,3,4,0,2
2017,1506112,4,4,4,0,4
2017,2512002,4,3,4,1,3
2020,2705200,4,4,4,2,4
2017,2105658,4,4,4,0,3
2022,3500303,4,4,4,0,2
2017,1717008,4,4,4,1,3
2011,2508703,4,1,4,0,3
2015,5105309,4,4,4,2,3
2020,5207253,4,4,4,0,4
2020,2615508,4,4,4,1,4
2018,4127957,4,4,4,1,3
2019,3136652,4,3,4,1,3
2018,5222203,4,3,4,0,3
2012,1711951,4,4,4,2,3
2019,2506103,4,4,4,1,3
2009,2910750,5,0,4,0,2
2015,2926905,4,3,4,0,3
2022,2509800,4,4,4,3,3
2022,2508307,4,4,4,1,3
2022,2800605,4,4,4,0,3
2010,4301909,4,0,4,0,4
2009,2210375,4,0,4,0,4
2011,3507803,4,1,4,0,4
2022,3102308,4,4,4,1,4
2019,2800407,4,4,4,0,4
2019,2803302,4,4,4,0,4
2008,2501609,4,0,4,0,4
2008,3149101,4,0,4,0,3
2008,2308377,4,0,4,0,4
2023,2802304,4,4,4,2,2
2023,5218904,4,4,4,1,4
2023,2410108,4,4,4,0,4
2023,2311207,4,4,4,1,4
2023,2926004,4,2,4,0,4
2014,5107800,4,4,4,1,3
2014,2401701,4,4,4,2,4
2011,1707702,4,0,4,0,3
2011,5205901,4,3,4,2,4
2015,2800407,4,3,4,2,2
2013,3505401,4,1,4,1,4
2022,5100409,4,4,4,2,4
2012,2209757,4,3,4,1,3
2015,2203255,4,4,4,1,2
2016,4110201,4,4,4,2,4
2013,2304277,4,4,4,0,4
2015,4303806,4,4,4,0,4
2012,2111672,4,0,4,0,4
2017,4119103,4,4,4,2,3
2017,4127957,4,2,4,1,3
2015,2400703,4,0,4,0,4
2019,2611408,4,3,4,3,3
2019,3548005,4,0,4,0,4
2020,2517001,4,4,4,1,4
2021,2515104,4,4,4,1,4
2011,3161908,4,0,4,0,3
2019,4117453,4,4,4,0,3
2017,2401404,4,4,4,0,4
2017,2410108,4,4,4,0,4
2013,3147709,4,4,4,1,4
2019,2928059,4,4,4,0,4
2020,2700201,4,4,4,2,3
2018,4306767,4,4,4,1,4
2017,1705607,4,3,4,0,4
2010,1505007,4,0,4,0,4
2010,5107800,4,0,4,0,4
2021,2406601,4,4,4,1,4
2012,2920452,4,2,4,0,4
2015,3523305,4,2,4,1,2
2020,3552601,4,4,4,2,4
2019,3122108,4,1,4,0,4
2012,3202702,4,4,4,2,4
2018,5205521,4,4,4,1,4
2015,2909703,4,4,4,1,4
2010,3304128,4,0,4,0,4
2010,2407252,4,0,4,0,4
2015,4103107,4,4,4,0,3
2015,4119103,4,4,4,2,3
2018,3145356,4,4,4,2,4
2019,4321303,4,4,4,1,4
2021,2211357,4,4,4,2,4
2021,2206720,4,4,4,1,4
2009,4211058,10,0,4,0,4
2022,2302008,4,4,4,0,4
2008,2510204,4,0,4,0,3
